3,aback
3,abase
2,abate
3,abbey
3,abbot
4,abhor
3,abide
2,abled
3,abode
2,abort
3,about
3,above
2,abuse
4,abyss
3,acorn
3,acrid
2,actor
3,acute
4,adage
3,adapt
2,adept
3,admin
3,admit
3,adobe
3,adopt
2,adore
4,adorn
2,adult
4,affix
3,afire
3,afoot
3,afoul
2,after
3,again
2,agape
3,agate
3,agent
3,agile
3,aging
3,aglow
2,agony
3,agora
2,agree
3,ahead
3,aider
3,aisle
3,alarm
3,album
3,alert
4,algae
2,alibi
2,alien
2,align
2,alike
3,alive
3,allay
4,alley
2,allot
3,allow
4,alloy
3,aloft
3,alone
2,along
3,aloof
4,aloud
3,alpha
2,altar
1,alter
5,amass
4,amaze
2,amber
3,amble
3,amend
4,amiss
2,amity
3,among
2,ample
3,amply
3,amuse
2,angel
2,anger
4,angle
3,angry
2,angst
3,anime
6,ankle
3,annex
3,annoy
3,annul
3,anode
3,antic
2,anvil
1,aorta
3,apart
3,aphid
6,aping
2,apnea
3,apple
3,apply
3,apron
2,aptly
3,arbor
3,ardor
3,arena
4,argue
3,arise
3,armor
4,aroma
4,arose
3,array
2,arrow
2,arson
2,artsy
4,ascot
2,ashen
3,aside
2,askew
3,assay
2,asset
3,atoll
2,atone
4,attic
3,audio
3,audit
4,augur
3,aunty
3,avail
4,avert
3,avian
2,avoid
5,await
4,awake
3,award
5,aware
3,awash
3,awful
5,awoke
3,axial
3,axiom
4,axion
4,azure
3,bacon
3,badge
3,badly
3,bagel
3,baggy
4,baker
2,baler
2,balmy
3,banal
4,banjo
2,barge
4,baron
3,basal
3,basic
2,basil
3,basin
4,basis
1,baste
3,batch
2,bathe
3,baton
3,batty
3,bawdy
3,bayou
3,beach
3,beady
1,beard
2,beast
3,beech
3,beefy
3,befit
3,began
2,begat
2,beget
3,begin
3,begun
3,being
3,belch
2,belie
3,belle
3,belly
4,below
2,bench
2,beret
2,berry
2,berth
3,beset
2,betel
3,bevel
4,bezel
4,bible
2,bicep
3,biddy
3,bigot
3,bilge
3,billy
4,binge
2,bingo
2,biome
2,birch
3,birth
3,bison
3,bitty
3,black
3,blade
3,blame
3,bland
2,blank
2,blare
2,blast
4,blaze
4,bleak
2,bleat
3,bleed
3,bleep
2,blend
4,bless
3,blimp
3,blind
5,blink
3,bliss
3,blitz
2,bloat
2,block
3,bloke
3,blond
4,blood
5,bloom
2,blown
3,bluer
3,bluff
2,blunt
2,blurb
3,blurt
2,blush
3,board
3,boast
4,bobby
2,boney
3,bongo
4,bonus
5,booby
2,boost
3,booth
3,booty
5,booze
6,boozy
4,borax
2,borne
3,bosom
3,bossy
2,botch
3,bough
3,boule
3,bound
3,bowel
7,boxer
2,brace
2,braid
3,brain
3,brake
4,brand
2,brash
5,brass
6,brave
4,bravo
3,brawl
5,brawn
2,bread
2,break
3,breed
2,briar
4,bribe
3,brick
2,bride
3,brief
2,brine
2,bring
3,brink
4,briny
3,brisk
2,broad
2,broil
3,broke
2,brood
3,brook
5,broom
2,broth
2,brown
2,brunt
2,brush
2,brute
4,buddy
2,budge
6,buggy
3,bugle
3,build
3,built
3,bulge
3,bulky
4,bully
2,bunch
3,bunny
3,burly
2,burnt
2,burst
2,bused
3,bushy
2,butch
3,butte
3,buxom
3,buyer
3,bylaw
4,cabal
3,cabby
3,cabin
2,cable
4,cacao
2,cache
3,cacti
3,caddy
2,cadet
3,cagey
3,cairn
4,camel
3,cameo
2,canal
3,candy
3,canny
3,canoe
4,canon
2,caper
3,caput
2,carat
3,cargo
3,carol
4,carry
3,carve
2,caste
4,catch
2,cater
4,catty
3,caulk
3,cause
3,cavil
3,cease
3,cedar
3,cello
4,chafe
3,chaff
2,chain
2,chair
3,chalk
3,champ
3,chant
3,chaos
3,chard
3,charm
3,chart
3,chase
2,chasm
3,cheap
2,cheat
3,check
4,cheek
5,cheer
4,chess
4,chest
4,chick
3,chide
3,chief
2,child
3,chili
4,chill
3,chime
3,china
2,chirp
3,chock
3,choir
3,choke
3,chord
3,chore
3,chose
3,chuck
2,chump
2,chunk
2,churn
2,chute
4,cider
3,cigar
3,cinch
3,circa
2,civic
2,civil
4,clack
2,claim
4,clamp
3,clang
3,clank
3,clash
2,clasp
6,class
2,clean
3,clear
3,cleat
3,cleft
3,clerk
3,click
4,cliff
5,climb
2,cling
3,clink
2,cloak
3,clock
5,clone
3,close
2,cloth
5,cloud
3,clout
6,clove
2,clown
2,cluck
4,clued
3,clump
2,clung
4,coach
4,coast
3,cobra
4,cocoa
2,colon
2,color
2,comet
4,comfy
2,comic
5,comma
3,conch
2,condo
2,conic
3,copse
3,coral
4,corer
4,corny
4,couch
4,cough
3,could
1,count
3,coupe
2,court
4,coven
7,cover
3,covet
4,covey
4,cower
3,coyly
3,crack
3,craft
3,cramp
4,crane
3,crank
3,crash
5,crass
2,crate
6,crave
3,crawl
7,craze
4,crazy
3,creak
4,cream
2,credo
4,creed
3,creek
4,creep
3,creme
2,crepe
2,crept
5,cress
2,crest
4,crick
3,cried
3,crier
3,crime
2,crimp
3,crisp
3,croak
3,crock
2,crone
4,crony
4,crook
5,cross
2,croup
3,crowd
3,crown
3,crude
3,cruel
4,crumb
2,crump
3,crush
3,crust
2,crypt
3,cubic
2,cumin
1,curio
3,curly
5,curry
3,curse
3,curve
6,curvy
3,cutie
4,cyber
4,cycle
2,cynic
4,daddy
3,daily
2,dairy
3,daisy
2,dally
3,dance
3,dandy
4,datum
2,daunt
2,dealt
3,death
2,debar
3,debit
4,debug
3,debut
3,decal
4,decay
2,decor
3,decoy
3,decry
4,defer
3,deign
3,deity
3,delay
3,delta
2,delve
3,demon
3,demur
3,denim
4,dense
2,depot
3,depth
2,derby
3,deter
3,detox
3,deuce
3,devil
3,diary
3,dicey
3,digit
4,dilly
3,dimly
6,diner
3,dingo
3,dingy
2,diode
2,dirge
2,dirty
3,disco
3,ditch
3,ditto
4,ditty
2,diver
5,dizzy
3,dodge
3,dodgy
3,dogma
3,doing
2,dolly
2,donor
2,donut
2,dopey
3,doubt
4,dough
5,dowdy
3,dowel
2,downy
4,dowry
4,dozen
4,draft
3,drain
2,drake
3,drama
3,drank
3,drape
4,drawl
5,drawn
3,dread
2,dream
3,dress
4,dried
4,drier
2,drift
3,drill
3,drink
3,drive
2,droit
3,droll
1,drone
5,drool
2,droop
2,dross
5,drove
4,drown
2,druid
2,drunk
4,dryer
3,dryly
2,duchy
4,dully
4,dummy
3,dumpy
2,dunce
5,dusky
4,dusty
3,dutch
3,duvet
3,dwarf
3,dwell
3,dwelt
2,dying
3,eager
3,eagle
2,early
2,earth
2,easel
2,eaten
3,eater
3,ebony
3,eclat
3,edict
3,edify
4,eerie
2,egret
2,eight
3,eject
3,eking
4,elate
2,elbow
4,elder
4,elect
3,elegy
3,elfin
2,elide
3,elite
4,elope
3,elude
3,email
4,embed
4,ember
3,emcee
3,empty
2,enact
2,endow
3,enema
3,enemy
3,enjoy
3,ennui
3,ensue
3,enter
2,entry
4,envoy
3,epoch
4,epoxy
3,equal
3,equip
2,erase
3,erect
2,erode
3,error
3,erupt
3,essay
1,ester
2,ether
2,ethic
3,ethos
3,etude
3,evade
4,event
4,every
4,evict
4,evoke
3,exact
2,exalt
3,excel
3,exert
4,exile
3,exist
3,expel
3,extol
2,extra
3,exult
5,eying
3,fable
2,facet
3,faint
3,fairy
3,faith
2,false
3,fancy
3,fanny
3,farce
4,fatal
5,fatty
4,fault
4,fauna
4,favor
3,feast
5,fecal
3,feign
4,fella
4,felon
4,femme
3,femur
4,fence
3,feral
3,ferry
2,fetal
2,fetch
2,fetid
3,fetus
4,fever
5,fewer
4,fiber
3,fibre
4,ficus
3,field
3,fiend
3,fiery
3,fifth
3,fifty
2,fight
2,filer
3,filet
2,filly
3,filmy
2,filth
4,final
2,finch
4,finer
2,first
4,fishy
5,fixer
4,fizzy
3,fjord
3,flack
3,flail
2,flair
4,flake
3,flaky
4,flame
4,flank
3,flare
4,flash
3,flask
4,fleck
3,fleet
3,flesh
2,flick
2,flier
4,fling
2,flint
2,flirt
3,float
3,flock
3,flood
3,floor
3,flora
4,floss
3,flour
3,flout
3,flown
3,fluff
4,fluid
3,fluke
4,flume
3,flung
3,flunk
3,flush
3,flute
3,flyer
3,foamy
4,focal
4,focus
4,foggy
2,foist
2,folio
3,folly
4,foray
3,force
4,forge
2,forgo
2,forte
2,forth
1,forty
2,forum
4,found
6,foyer
4,frail
4,frame
4,frank
4,fraud
3,freak
6,freed
4,freer
3,fresh
3,friar
3,fried
4,frill
4,frisk
3,fritz
4,frock
3,frond
2,front
3,frost
2,froth
5,frown
4,froze
1,fruit
3,fudge
3,fugue
5,fully
3,fungi
4,funky
4,funny
2,furor
5,furry
4,fussy
5,fuzzy
4,gaffe
3,gaily
2,gamer
4,gamma
2,gamut
3,gassy
3,gaudy
3,gauge
3,gaunt
5,gauze
2,gavel
6,gawky
4,gayer
4,gayly
5,gazer
3,gecko
3,geeky
5,geese
3,genie
3,genre
2,ghost
3,ghoul
3,giant
3,giddy
3,gipsy
3,girly
4,girth
3,given
4,giver
4,glade
4,gland
4,glare
5,glass
5,glaze
2,gleam
3,glean
3,glide
3,glint
4,gloat
2,globe
3,gloom
4,glory
5,gloss
3,glove
3,glyph
3,gnash
3,gnome
4,godly
4,going
3,golem
4,golly
3,gonad
4,goner
3,goody
3,gooey
4,goofy
4,goose
3,gorge
4,gouge
4,gourd
3,grace
3,grade
5,graft
1,grail
2,grain
4,grand
4,grant
4,grape
3,graph
2,grasp
5,grass
4,grate
4,grave
3,gravy
5,graze
2,great
7,greed
3,green
4,greet
4,grief
5,grill
3,grime
3,grimy
3,grind
3,gripe
2,groan
2,groin
3,groom
3,grope
4,gross
3,group
3,grout
5,grove
4,growl
6,grown
4,gruel
4,gruff
3,grunt
4,guard
3,guava
5,guess
5,guest
3,guide
3,guild
3,guile
3,guilt
3,guise
2,gulch
4,gully
4,gumbo
4,gummy
4,guppy
2,gusto
3,gusty
3,gypsy
2,habit
4,hairy
2,halve
5,handy
4,happy
3,hardy
5,harem
4,harpy
4,harry
2,harsh
3,haste
2,hasty
2,hatch
5,hater
2,haunt
2,haute
3,haven
3,havoc
5,hazel
2,heady
2,heard
3,heart
4,heath
2,heave
3,heavy
3,hedge
3,hefty
5,heist
3,helix
3,hello
5,hence
3,heron
6,hilly
6,hinge
4,hippo
4,hippy
6,hitch
2,hoard
5,hobby
3,hoist
5,holly
5,homer
4,honey
3,honor
2,horde
6,horny
5,horse
2,hotel
3,hotly
5,hound
5,house
3,hovel
9,hover
4,howdy
3,human
2,humid
3,humor
3,humph
5,humus
4,hunch
5,hunky
6,hurry
3,husky
4,hussy
